SEASON,DATE,YEAR,MONTH,DAY,PLAYER,MATCH,TEAM,OPPONENT,EFF,PTS,FT_M,FT_A,FT_PCT,2FG_M,2FG_A,2FG_PCT,3FG_M,3FG_A,3FG_PCT,AST,STL,BLK,REB_TOT,REB_OFF,REB_DEF,TO,FLS
2025-26,2026-01-09,2026,1,9,Christos Michalis,Unleash the clowns - El Maestro,El Maestro,Unleash The Clowns,38,44,9,13,69.23,13,18,72.22,3,9,33.33,2,3,0,5,0,5,1,2
2025-26,2026-01-12,2026,1,12,Christos Michalis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,10,22,0,1,0.0,5,9,55.56,4,13,30.77,2,1,0,5,0,5,6,3
2025-26,2026-01-27,2026,1,27,Christos Michalis,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,30,32,6,8,75.0,7,12,58.33,4,11,36.36,0,1,0,14,3,11,3,2
2025-26,2026-02-03,2026,2,3,Christos Michalis,South Rebels - El Maestro,El Maestro,South Rebels,27,37,5,10,50.0,13,15,86.67,2,17,11.76,0,1,0,14,1,13,3,0
2025-26,2026-02-10,2026,2,10,Christos Michalis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,37,42,6,9,66.67,6,10,60.0,8,17,47.06,1,2,0,14,7,7,6,2
2024-25,2024-11-25,2024,11,25,Euaggelos Marios Nikolou,El Maestro - Beertouozoi,El Maestro,Beertouozoi,22,17,0,1,0.0,4,8,50.0,3,6,50.0,1,2,2,11,2,9,3,3
2024-25,2024-12-12,2024,12,12,Euaggelos Marios Nikolou,Basketopateres - El Maestro,El Maestro,Basketopateres,23,18,2,4,50.0,5,10,50.0,2,5,40.0,2,1,1,12,7,5,1,2
2024-25,2025-01-29,2025,1,29,Euaggelos Marios Nikolou,El Maestro - 1Support,El Maestro,1Support,3,2,0,4,0.0,1,7,14.29,0,3,0.0,3,2,2,9,4,5,2,2
2024-25,2025-02-12,2025,2,12,Euaggelos Marios Nikolou,Μ.Κ.Ο. - El Maestro,El Maestro,M.K.O.,12,12,1,4,25.0,4,9,44.44,1,4,25.0,1,3,2,10,2,8,5,2
2024-25,2025-02-18,2025,2,18,Euaggelos Marios Nikolou,Voula Vikings - El Maestro,El Maestro,Voula Vikings,13,6,0,0,0.0,3,9,33.33,0,2,0.0,0,2,3,11,5,6,1,5
2024-25,2025-02-25,2025,2,25,Euaggelos Marios Nikolou,El Maestro - Heart Brokers,El Maestro,Heart Brokers,28,21,3,5,60.0,6,12,50.0,2,6,33.33,1,0,4,15,4,11,1,1
2024-25,2025-03-06,2025,3,6,Euaggelos Marios Nikolou,Saronics BC - El Maestro,El Maestro,Saronics BC,34,25,4,9,44.44,6,9,66.67,3,5,60.0,3,2,2,14,4,10,2,2
2024-25,2025-03-10,2025,3,10,Euaggelos Marios Nikolou,El Maestro - Voula Vikings,El Maestro,Voula Vikings,29,20,3,6,50.0,7,12,58.33,1,2,50.0,3,4,2,9,6,3,0,4
2024-25,2025-06-23,2025,6,23,Euaggelos Marios Nikolou,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,21,15,0,0,0.0,6,8,75.0,1,5,20.0,3,1,0,9,3,6,1,2
2024-25,2025-06-26,2025,6,26,Euaggelos Marios Nikolou,El Maestro - Evriali Warriors,El Maestro,Evriali Warriors,16,15,2,7,28.57,5,6,83.33,1,4,25.0,1,2,1,8,3,5,2,4
2025-26,2025-09-18,2025,9,18,Euaggelos Marios Nikolou,El Maestro - Clicka BC,El Maestro,Clicka BC,10,9,1,7,14.29,4,7,57.14,0,3,0.0,1,2,1,15,5,10,6,1
2025-26,2025-09-24,2025,9,24,Euaggelos Marios Nikolou,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,13,8,0,1,0.0,4,4,100.0,0,3,0.0,1,1,0,8,1,7,1,3
2025-26,2025-09-30,2025,9,30,Euaggelos Marios Nikolou,Αεροδρομιακος - El Maestro,El Maestro,Aerodromiakos,23,16,1,1,100.0,6,7,85.71,1,2,50.0,4,0,0,7,2,5,2,1
2025-26,2025-10-06,2025,10,6,Euaggelos Marios Nikolou,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,6,7,2,8,25.0,1,9,11.11,1,6,16.67,1,2,0,18,7,11,3,4
2025-26,2025-10-13,2025,10,13,Euaggelos Marios Nikolou,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,16,13,0,4,0.0,5,9,55.56,1,4,25.0,1,2,1,11,3,8,1,1
2025-26,2025-10-21,2025,10,21,Euaggelos Marios Nikolou,South Rebels - El Maestro,El Maestro,South Rebels,5,7,0,0,0.0,2,10,20.0,1,3,33.33,0,1,1,7,6,1,1,0
2025-26,2025-11-03,2025,11,3,Euaggelos Marios Nikolou,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,0,4,2,8,25.0,1,7,14.29,0,2,0.0,1,2,2,6,4,2,1,3
2025-26,2026-01-12,2026,1,12,Euaggelos Marios Nikolou,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,23,10,0,0,0.0,5,6,83.33,0,3,0.0,3,2,2,11,1,10,1,0
2025-26,2026-01-27,2026,1,27,Euaggelos Marios Nikolou,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,3,8,0,1,0.0,4,7,57.14,0,2,0.0,0,0,0,3,2,1,2,4
2025-26,2026-02-26,2026,2,26,Euaggelos Marios Nikolou,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,17,12,2,3,66.67,5,9,55.56,0,3,0.0,2,2,2,8,1,7,1,1
2024-25,2024-10-01,2024,10,1,Giannis Dimas,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,3,5,0,0,0.0,1,1,100.0,1,3,33.33,0,0,0,0,0,0,0,3
2024-25,2024-10-07,2024,10,7,Giannis Dimas,El Maestro - Heart Brokers,El Maestro,Heart Brokers,4,3,0,0,0.0,0,1,0.0,1,5,20.0,1,2,0,3,2,1,0,1
2024-25,2024-10-29,2024,10,29,Giannis Dimas,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,-3,3,0,0,0.0,0,2,0.0,1,6,16.67,0,1,0,1,0,1,1,3
2024-25,2024-11-12,2024,11,12,Giannis Dimas,Heart Brokers - El Maestro,El Maestro,Heart Brokers,0,0,0,0,0.0,0,1,0.0,0,3,0.0,1,1,0,4,2,2,2,1
2024-25,2024-11-22,2024,11,22,Giannis Dimas,El Maestro - South Rebels,El Maestro,South Rebels,2,1,1,2,50.0,0,1,0.0,0,2,0.0,1,3,0,1,0,1,0,2
2024-25,2024-11-25,2024,11,25,Giannis Dimas,El Maestro - Beertouozoi,El Maestro,Beertouozoi,1,2,0,1,0.0,1,2,50.0,0,2,0.0,0,2,0,2,1,1,1,0
2024-25,2024-12-04,2024,12,4,Giannis Dimas,Saronics BC - El Maestro,El Maestro,Saronics BC,4,6,0,0,0.0,0,2,0.0,2,4,50.0,1,0,0,1,0,1,0,2
2024-25,2024-12-20,2024,12,20,Giannis Dimas,El Maestro - Nos,El Maestro,Nos Fathers,4,7,2,2,100.0,1,4,25.0,1,4,25.0,1,1,0,3,1,2,2,2
2024-25,2025-01-29,2025,1,29,Giannis Dimas,El Maestro - 1Support,El Maestro,1Support,-1,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,3,1,2,2,1
2024-25,2025-02-12,2025,2,12,Giannis Dimas,Μ.Κ.Ο. - El Maestro,El Maestro,M.K.O.,1,0,0,0,0.0,0,0,0.0,0,3,0.0,1,1,0,2,0,2,0,1
2024-25,2025-02-18,2025,2,18,Giannis Dimas,Voula Vikings - El Maestro,El Maestro,Voula Vikings,-2,0,0,0,0.0,0,1,0.0,0,3,0.0,0,1,0,1,0,1,0,1
2024-25,2025-03-10,2025,3,10,Giannis Dimas,El Maestro - Voula Vikings,El Maestro,Voula Vikings,5,2,0,0,0.0,1,2,50.0,0,3,0.0,2,2,0,3,1,2,0,3
2024-25,2025-04-10,2025,4,10,Giannis Dimas,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,13,7,0,0,0.0,2,2,100.0,1,2,50.0,2,1,0,4,3,1,0,0
2024-25,2025-04-24,2025,4,24,Giannis Dimas,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,2,3,0,0,0.0,0,0,0.0,1,2,50.0,2,0,0,0,0,0,2,2
2024-25,2025-05-09,2025,5,9,Giannis Dimas,El Maestro - Clicka BC,El Maestro,Clicka BC,-2,0,0,0,0.0,0,0,0.0,0,4,0.0,0,0,0,2,0,2,0,3
2024-25,2025-05-11,2025,5,11,Giannis Dimas,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,1,0,1,0,1
2024-25,2025-05-15,2025,5,15,Giannis Dimas,El Maestro - Slow Motion,El Maestro,Slow Motion,-4,0,0,0,0.0,0,1,0.0,0,9,0.0,0,4,0,3,0,3,1,2
2024-25,2025-05-22,2025,5,22,Giannis Dimas,El Maestro - Basketopateres,El Maestro,Basketopateres,10,3,0,0,0.0,0,0,0.0,1,4,25.0,3,0,1,6,0,6,0,2
2024-25,2025-06-04,2025,6,4,Giannis Dimas,El Maestro - Slow Motion,El Maestro,Slow Motion,2,3,0,0,0.0,0,0,0.0,1,8,12.5,1,0,0,6,2,4,1,1
2024-25,2025-06-11,2025,6,11,Giannis Dimas,El Maestro - Slow Motion,El Maestro,Slow Motion,0,1,1,2,50.0,0,1,0.0,0,2,0.0,1,2,0,2,1,1,2,1
2024-25,2025-06-26,2025,6,26,Giannis Dimas,El Maestro - Evriali Warriors,El Maestro,Evriali Warriors,-1,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0
2024-25,2024-10-01,2024,10,1,Giorgos Loukos,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,-3,2,0,2,0.0,1,2,50.0,0,3,0.0,0,1,0,3,0,3,3,3
2024-25,2024-10-07,2024,10,7,Giorgos Loukos,El Maestro - Heart Brokers,El Maestro,Heart Brokers,10,7,3,4,75.0,2,4,50.0,0,1,0.0,2,0,0,6,0,6,1,1
2024-25,2024-10-15,2024,10,15,Giorgos Loukos,Basketopateres - El Maestro,El Maestro,Basketopateres,-1,0,0,0,0.0,0,3,0.0,0,2,0.0,0,1,0,4,1,3,1,1
2024-25,2024-10-29,2024,10,29,Giorgos Loukos,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,5,3,1,2,50.0,1,4,25.0,0,2,0.0,2,2,0,4,1,3,0,1
2024-25,2024-11-04,2024,11,4,Giorgos Loukos,El Maestro - Slow Motion,El Maestro,Slow Motion,1,5,1,1,100.0,2,3,66.67,0,4,0.0,2,1,0,0,0,0,2,1
2024-25,2024-11-12,2024,11,12,Giorgos Loukos,Heart Brokers - El Maestro,El Maestro,Heart Brokers,4,8,3,6,50.0,1,3,33.33,1,1,100.0,0,0,0,4,2,2,3,1
2024-25,2024-11-22,2024,11,22,Giorgos Loukos,El Maestro - South Rebels,El Maestro,South Rebels,-1,0,0,0,0.0,0,1,0.0,0,2,0.0,0,1,0,2,0,2,1,0
2024-25,2024-11-25,2024,11,25,Giorgos Loukos,El Maestro - Beertouozoi,El Maestro,Beertouozoi,-3,0,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,5,0,5,2,1
2024-25,2024-12-04,2024,12,4,Giorgos Loukos,Saronics BC - El Maestro,El Maestro,Saronics BC,6,4,2,2,100.0,1,2,50.0,0,2,0.0,3,1,0,2,0,2,1,1
2024-25,2024-12-12,2024,12,12,Giorgos Loukos,Basketopateres - El Maestro,El Maestro,Basketopateres,-4,2,0,0,0.0,1,4,25.0,0,4,0.0,0,0,0,1,0,1,0,0
2024-25,2024-12-20,2024,12,20,Giorgos Loukos,El Maestro - Nos,El Maestro,Nos Fathers,6,6,0,0,0.0,3,6,50.0,0,1,0.0,0,0,1,3,1,2,0,0
2024-25,2025-01-20,2025,1,20,Giorgos Loukos,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,5,4,1,4,25.0,0,3,0.0,1,3,33.33,0,2,0,8,1,7,1,0
2024-25,2025-01-29,2025,1,29,Giorgos Loukos,El Maestro - 1Support,El Maestro,1Support,-1,6,2,4,50.0,2,6,33.33,0,2,0.0,0,0,0,2,0,2,1,2
2024-25,2025-02-12,2025,2,12,Giorgos Loukos,Μ.Κ.Ο. - El Maestro,El Maestro,M.K.O.,0,0,0,0,0.0,0,2,0.0,0,0,0.0,1,1,0,1,0,1,1,1
2024-25,2025-02-18,2025,2,18,Giorgos Loukos,Voula Vikings - El Maestro,El Maestro,Voula Vikings,4,2,0,0,0.0,1,3,33.33,0,1,0.0,1,1,0,5,1,4,2,4
2024-25,2025-02-25,2025,2,25,Giorgos Loukos,El Maestro - Heart Brokers,El Maestro,Heart Brokers,1,2,0,0,0.0,1,3,33.33,0,1,0.0,0,0,0,3,1,2,1,0
2024-25,2025-03-06,2025,3,6,Giorgos Loukos,Saronics BC - El Maestro,El Maestro,Saronics BC,-6,2,0,0,0.0,1,4,25.0,0,4,0.0,0,0,0,1,0,1,2,1
2024-25,2025-03-10,2025,3,10,Giorgos Loukos,El Maestro - Voula Vikings,El Maestro,Voula Vikings,0,3,0,0,0.0,0,3,0.0,1,4,25.0,0,1,0,2,0,2,0,3
2024-25,2025-03-26,2025,3,26,Giorgos Loukos,Beertouozoi - El Maestro,El Maestro,Beertouozoi,4,9,1,6,16.67,1,4,25.0,2,3,66.67,1,2,0,2,1,1,1,2
2024-25,2025-03-31,2025,3,31,Giorgos Loukos,South Rebels - El Maestro,El Maestro,South Rebels,4,0,0,0,0.0,0,1,0.0,0,1,0.0,1,2,0,3,1,2,0,4
2024-25,2025-04-10,2025,4,10,Giorgos Loukos,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,7,2,2,4,50.0,0,2,0.0,0,1,0.0,4,2,0,5,1,4,1,2
2024-25,2025-04-24,2025,4,24,Giorgos Loukos,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,-3,2,0,0,0.0,1,4,25.0,0,4,0.0,0,0,0,5,0,5,3,1
2024-25,2025-04-28,2025,4,28,Giorgos Loukos,1Support - El Maestro,El Maestro,1Support,0,0,0,0,0.0,0,4,0.0,0,0,0.0,1,1,0,2,0,2,0,1
2024-25,2025-05-09,2025,5,9,Giorgos Loukos,El Maestro - Clicka BC,El Maestro,Clicka BC,-3,0,0,0,0.0,0,4,0.0,0,1,0.0,0,0,0,3,0,3,1,2
2024-25,2025-05-11,2025,5,11,Giorgos Loukos,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,-2,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,1,0,1,1,2
2024-25,2025-05-15,2025,5,15,Giorgos Loukos,El Maestro - Slow Motion,El Maestro,Slow Motion,8,7,0,0,0.0,2,3,66.67,1,3,33.33,1,2,0,4,1,3,3,2
2024-25,2025-06-04,2025,6,4,Giorgos Loukos,El Maestro - Slow Motion,El Maestro,Slow Motion,9,8,0,0,0.0,1,6,16.67,2,6,33.33,1,0,1,9,2,7,1,2
2024-25,2025-06-11,2025,6,11,Giorgos Loukos,El Maestro - Slow Motion,El Maestro,Slow Motion,4,3,1,2,50.0,1,6,16.67,0,4,0.0,1,2,0,9,1,8,1,2
2024-25,2025-06-23,2025,6,23,Giorgos Loukos,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,5,4,1,2,50.0,0,1,0.0,1,2,50.0,0,2,0,4,0,4,2,2
2024-25,2025-06-26,2025,6,26,Giorgos Loukos,El Maestro - Evriali Warriors,El Maestro,Evriali Warriors,5,2,0,0,0.0,1,1,100.0,0,2,0.0,2,0,0,3,0,3,0,3
2025-26,2025-09-18,2025,9,18,Giorgos Loukos,El Maestro - Clicka BC,El Maestro,Clicka BC,0,2,0,0,0.0,1,3,33.33,0,4,0.0,0,2,0,3,0,3,1,0
2025-26,2025-09-24,2025,9,24,Giorgos Loukos,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,2,3,0,0,0.0,0,2,0.0,1,3,33.33,1,0,0,2,1,1,0,1
2025-26,2025-09-30,2025,9,30,Giorgos Loukos,Αεροδρομιακος - El Maestro,El Maestro,Aerodromiakos,12,5,0,0,0.0,1,2,50.0,1,1,100.0,2,3,1,2,0,2,0,1
2025-26,2025-10-06,2025,10,6,Giorgos Loukos,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,2,0,0,0,0.0,0,0,0.0,0,2,0.0,0,1,0,4,1,3,1,2
2025-26,2025-10-13,2025,10,13,Giorgos Loukos,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,3,0,0,0,0.0,0,0,0.0,0,1,0.0,1,1,0,4,0,4,2,4
2025-26,2025-10-21,2025,10,21,Giorgos Loukos,South Rebels - El Maestro,El Maestro,South Rebels,8,2,0,0,0.0,1,2,50.0,0,1,0.0,2,0,0,7,2,5,1,0
2025-26,2025-11-03,2025,11,3,Giorgos Loukos,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,-7,0,0,4,0.0,0,5,0.0,0,4,0.0,1,1,0,6,1,5,2,2
2025-26,2025-11-14,2025,11,14,Giorgos Loukos,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,9,4,1,2,50.0,0,2,0.0,1,1,100.0,1,1,0,7,1,6,1,2
2025-26,2025-11-20,2025,11,20,Giorgos Loukos,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,5,0,0,2,0.0,0,4,0.0,0,0,0.0,1,2,1,7,1,6,0,3
2025-26,2025-11-25,2025,11,25,Giorgos Loukos,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,-1,0,0,0,0.0,0,0,0.0,0,2,0.0,0,1,0,0,0,0,0,3
2025-26,2025-12-08,2025,12,8,Giorgos Loukos,El Maestro - Proteas Dads,El Maestro,Proteas Dads,3,0,0,0,0.0,0,3,0.0,0,0,0.0,1,0,0,6,2,4,1,1
2025-26,2025-12-15,2025,12,15,Giorgos Loukos,Clicka BC - El Maestro,El Maestro,Clicka BC,1,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,0,3,0,3,0,0
2025-26,2026-01-09,2026,1,9,Giorgos Loukos,Unleash the clowns - El Maestro,El Maestro,Unleash The Clowns,-3,0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0,2,0,2,1,0
2025-26,2026-01-12,2026,1,12,Giorgos Loukos,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,6,0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,0,4,2,2,1,2
2025-26,2026-01-23,2026,1,23,Giorgos Loukos,Chicken Nuggets BC - El Maestro,El Maestro,Chicken Nuggets BC,-1,0,0,3,0.0,0,0,0.0,0,1,0.0,2,1,0,5,1,4,5,2
2025-26,2026-01-27,2026,1,27,Giorgos Loukos,Ανηθικοι Πιθηκοι - El Maestro,El Maestro,Anithikoi Pithikoi,3,0,0,2,0.0,0,2,0.0,0,0,0.0,0,3,0,4,2,2,0,2
2025-26,2026-02-03,2026,2,3,Giorgos Loukos,South Rebels - El Maestro,El Maestro,South Rebels,2,2,0,0,0.0,1,3,33.33,0,0,0.0,0,0,0,2,0,2,0,2
2025-26,2026-02-10,2026,2,10,Giorgos Loukos,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,4,2,0,2,0.0,1,2,50.0,0,0,0.0,1,1,0,6,0,6,3,1
2025-26,2026-02-26,2026,2,26,Giorgos Loukos,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,5,4,2,2,100.0,1,2,50.0,0,1,0.0,0,1,0,3,0,3,1,1
2024-25,2024-10-01,2024,10,1,Konstantinos Ntounis,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,25,18,2,3,66.67,8,13,61.54,0,0,0.0,2,4,1,9,4,5,3,2
2024-25,2024-10-01,2024,10,1,Konstantinos Ntounis,El Maestro - Hoston Celtics,El Maestro,Hoston Celtics,4,2,0,0,0.0,1,2,50.0,0,0,0.0,2,1,0,2,1,1,2,1
2024-25,2024-10-07,2024,10,7,Konstantinos Ntounis,El Maestro - Heart Brokers,El Maestro,Heart Brokers,23,22,0,4,0.0,11,13,84.62,0,3,0.0,2,5,0,3,1,2,0,0
2024-25,2024-10-15,2024,10,15,Konstantinos Ntounis,Basketopateres - El Maestro,El Maestro,Basketopateres,14,12,0,3,0.0,6,9,66.67,0,1,0.0,3,5,1,3,1,2,3,1
2024-25,2024-10-15,2024,10,15,Konstantinos Ntounis,Basketopateres - El Maestro,El Maestro,Basketopateres,1,6,0,0,0.0,3,11,27.27,0,0,0.0,0,2,0,2,0,2,1,3
2024-25,2024-10-29,2024,10,29,Konstantinos Ntounis,El Maestro - Μ.Κ.Ο.,El Maestro,M.K.O.,6,11,2,5,40.0,3,7,42.86,1,5,20.0,2,0,0,5,1,4,1,2
2024-25,2024-11-04,2024,11,4,Konstantinos Ntounis,El Maestro - Slow Motion,El Maestro,Slow Motion,15,14,2,4,50.0,6,11,54.55,0,0,0.0,3,4,0,2,2,0,1,0
2024-25,2024-11-12,2024,11,12,Konstantinos Ntounis,Heart Brokers - El Maestro,El Maestro,Heart Brokers,13,17,3,6,50.0,7,21,33.33,0,1,0.0,4,3,1,7,2,5,1,2
2024-25,2024-11-22,2024,11,22,Konstantinos Ntounis,El Maestro - South Rebels,El Maestro,South Rebels,11,15,0,2,0.0,6,16,37.5,1,4,25.0,1,4,0,7,2,5,1,2
2024-25,2024-12-04,2024,12,4,Konstantinos Ntounis,Saronics BC - El Maestro,El Maestro,Saronics BC,13,8,2,3,66.67,3,5,60.0,0,2,0.0,5,5,0,3,1,2,3,3
2024-25,2024-12-12,2024,12,12,Konstantinos Ntounis,Basketopateres - El Maestro,El Maestro,Basketopateres,16,11,1,2,50.0,5,8,62.5,0,0,0.0,3,4,0,3,1,2,1,1
2024-25,2024-12-20,2024,12,20,Konstantinos Ntounis,El Maestro - Nos,El Maestro,Nos Fathers,15,11,3,7,42.86,4,9,44.44,0,0,0.0,2,4,0,9,1,8,2,2
2024-25,2025-01-20,2025,1,20,Konstantinos Ntounis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,26,20,2,2,100.0,9,16,56.25,0,3,0.0,4,6,0,7,3,4,1,1
2024-25,2025-01-29,2025,1,29,Konstantinos Ntounis,El Maestro - 1Support,El Maestro,1Support,11,8,0,2,0.0,4,9,44.44,0,2,0.0,3,9,0,2,0,2,2,5
2024-25,2025-02-12,2025,2,12,Konstantinos Ntounis,Μ.Κ.Ο. - El Maestro,El Maestro,M.K.O.,11,9,1,2,50.0,4,6,66.67,0,1,0.0,1,3,0,5,3,2,3,2
2024-25,2025-02-12,2025,2,12,Konstantinos Ntounis,Μ.Κ.Ο. - El Maestro,El Maestro,M.K.O.,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,1,0,1,2,0
2024-25,2025-02-18,2025,2,18,Konstantinos Ntounis,Voula Vikings - El Maestro,El Maestro,Voula Vikings,14,16,4,5,80.0,6,12,50.0,0,1,0.0,0,3,0,5,2,3,2,1
2024-25,2025-02-18,2025,2,18,Konstantinos Ntounis,Voula Vikings - El Maestro,El Maestro,Voula Vikings,1,0,0,0,0.0,0,3,0.0,0,0,0.0,0,1,0,5,2,3,2,1
2024-25,2025-02-25,2025,2,25,Konstantinos Ntounis,El Maestro - Heart Brokers,El Maestro,Heart Brokers,12,13,1,3,33.33,6,15,40.0,0,2,0.0,4,4,1,5,2,3,2,4
2024-25,2025-02-25,2025,2,25,Konstantinos Ntounis,El Maestro - Heart Brokers,El Maestro,Heart Brokers,4,4,0,0,0.0,2,4,50.0,0,0,0.0,2,1,0,0,0,0,1,4
2024-25,2025-03-06,2025,3,6,Konstantinos Ntounis,Saronics BC - El Maestro,El Maestro,Saronics BC,25,17,3,3,100.0,7,10,70.0,0,1,0.0,1,5,2,5,2,3,1,2
2024-25,2025-03-06,2025,3,6,Konstantinos Ntounis,Saronics BC - El Maestro,El Maestro,Saronics BC,7,4,0,0,0.0,2,2,100.0,0,0,0.0,1,0,0,2,0,2,0,3
2024-25,2025-03-10,2025,3,10,Konstantinos Ntounis,El Maestro - Voula Vikings,El Maestro,Voula Vikings,4,4,0,2,0.0,2,4,50.0,0,1,0.0,0,1,0,4,3,1,0,3
2024-25,2025-03-26,2025,3,26,Konstantinos Ntounis,Beertouozoi - El Maestro,El Maestro,Beertouozoi,6,5,1,6,16.67,2,13,15.38,0,3,0.0,3,5,3,10,1,9,1,3
2024-25,2025-03-31,2025,3,31,Konstantinos Ntounis,South Rebels - El Maestro,El Maestro,South Rebels,12,10,2,2,100.0,4,12,33.33,0,0,0.0,1,3,1,6,3,3,1,3
2024-25,2025-03-31,2025,3,31,Konstantinos Ntounis,South Rebels - El Maestro,El Maestro,South Rebels,6,6,0,2,0.0,3,8,37.5,0,0,0.0,0,1,0,7,4,3,1,2
2024-25,2025-04-10,2025,4,10,Konstantinos Ntounis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,28,22,2,2,100.0,10,11,90.91,0,0,0.0,1,0,0,7,2,5,1,3
2024-25,2025-04-10,2025,4,10,Konstantinos Ntounis,Evriali Warriors - El Maestro,El Maestro,Evriali Warriors,13,4,0,0,0.0,2,4,50.0,0,0,0.0,1,3,0,10,1,9,3,1
2024-25,2025-04-24,2025,4,24,Konstantinos Ntounis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,24,17,3,3,100.0,7,14,50.0,0,1,0.0,1,2,1,11,5,6,0,3
2024-25,2025-04-24,2025,4,24,Konstantinos Ntounis,El Maestro - Vouliagmeni Heat,El Maestro,Vouliagmeni Heat,5,2,0,0,0.0,1,3,33.33,0,1,0.0,2,1,0,4,1,3,1,3
2024-25,2025-04-28,2025,4,28,Konstantinos Ntounis,1Support - El Maestro,El Maestro,1Support,8,13,1,4,25.0,6,11,54.55,0,2,0.0,1,3,0,3,0,3,2,3
2024-25,2025-04-28,2025,4,28,Konstantinos Ntounis,1Support - El Maestro,El Maestro,1Support,1,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,3,1,2,1,3
2024-25,2025-05-09,2025,5,9,Konstantinos Ntounis,El Maestro - Clicka BC,El Maestro,Clicka BC,20,16,1,2,50.0,6,12,50.0,1,3,33.33,6,1,1,6,2,4,1,4
2024-25,2025-05-09,2025,5,9,Konstantinos Ntounis,El Maestro - Clicka BC,El Maestro,Clicka BC,4,6,0,0,0.0,3,9,33.33,0,0,0.0,0,0,0,6,2,4,2,3
2024-25,2025-05-11,2025,5,11,Konstantinos Ntounis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,15,13,5,8,62.5,4,11,36.36,0,1,0.0,2,3,1,8,2,6,1,3
2024-25,2025-05-11,2025,5,11,Konstantinos Ntounis,El Maestro - Αεροδρομιακος,El Maestro,Aerodromiakos,6,2,0,0,0.0,1,2,50.0,0,0,0.0,0,1,1,4,2,2,1,3
2024-25,2025-05-15,2025,5,15,Konstantinos Ntounis,El Maestro - Slow Motion,El Maestro,Slow Motion,25,12,1,1,100.0,4,6,66.67,1,3,33.33,6,1,0,10,3,7,0,1
2024-25,2025-05-22,2025,5,22,Konstantinos Ntounis,El Maestro - Basketopateres,El Maestro,Basketopateres,14,8,1,3,33.33,2,4,50.0,1,1,100.0,5,0,1,5,0,5,1,2
2024-25,2025-06-04,2025,6,4,Konstantinos Ntounis,El Maestro - Slow Motion,El Maestro,Slow Motion,16,6,0,0,0.0,3,10,30.0,0,0,0.0,7,4,1,5,0,5,0,3
